Date,Region,Province,PrizeName,WinningNumbers
8/12/2023,Miền Bắc,XSMB,Đặc biệt,38223
8/12/2023,Miền Bắc,XSMB,Giải nhất,77286
8/12/2023,Miền Bắc,XSMB,Giải nhì,90185
8/12/2023,Miền Bắc,XSMB,Giải nhì,84473
8/12/2023,Miền Bắc,XSMB,Giải ba,8584
8/12/2023,Miền Bắc,XSMB,Giải ba,79697
8/12/2023,Miền Bắc,XSMB,Giải ba,95286
8/12/2023,Miền Bắc,XSMB,Giải ba,76506
8/12/2023,Miền Bắc,XSMB,Giải ba,43075
8/12/2023,Miền Bắc,XSMB,Giải ba,76662
8/12/2023,Miền Bắc,XSMB,Giải tư,7394
8/12/2023,Miền Bắc,XSMB,Giải tư,605
8/12/2023,Miền Bắc,XSMB,Giải tư,4471
8/12/2023,Miền Bắc,XSMB,Giải tư,5963
8/12/2023,Miền Bắc,XSMB,Giải năm,1127
8/12/2023,Miền Bắc,XSMB,Giải năm,8186
8/12/2023,Miền Bắc,XSMB,Giải năm,4005
8/12/2023,Miền Bắc,XSMB,Giải năm,2106
8/12/2023,Miền Bắc,XSMB,Giải năm,8507
8/12/2023,Miền Bắc,XSMB,Giải năm,6915
8/12/2023,Miền Bắc,XSMB,Giải sáu,706
8/12/2023,Miền Bắc,XSMB,Giải sáu,481
8/12/2023,Miền Bắc,XSMB,Giải sáu,999
8/12/2023,Miền Bắc,XSMB,Giải bảy,6
8/12/2023,Miền Bắc,XSMB,Giải bảy,39
8/12/2023,Miền Bắc,XSMB,Giải bảy,93
8/12/2023,Miền Bắc,XSMB,Giải bảy,97
8/12/2023,Miền Nam,Vĩnh Long,Giải tám,91
8/12/2023,Miền Nam,Vĩnh Long,Giải bảy,394
8/12/2023,Miền Nam,Vĩnh Long,Giải sáu,8802
8/12/2023,Miền Nam,Vĩnh Long,Giải sáu,1659
8/12/2023,Miền Nam,Vĩnh Long,Giải sáu,5123
8/12/2023,Miền Nam,Vĩnh Long,Giải năm,7623
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,99524
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,17820
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,72694
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,98085
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,63061
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,89061
8/12/2023,Miền Nam,Vĩnh Long,Giải tư,96562
8/12/2023,Miền Nam,Vĩnh Long,Giải ba,13607
8/12/2023,Miền Nam,Vĩnh Long,Giải ba,40607
8/12/2023,Miền Nam,Vĩnh Long,Giải nhì,62869
8/12/2023,Miền Nam,Vĩnh Long,Giải nhất,99189
8/12/2023,Miền Nam,Vĩnh Long,Đặc biệt,514829
8/12/2023,Miền Nam,Bình Dương,Giải tám,34
8/12/2023,Miền Nam,Bình Dương,Giải bảy,408
8/12/2023,Miền Nam,Bình Dương,Giải sáu,9390
8/12/2023,Miền Nam,Bình Dương,Giải sáu,2843
8/12/2023,Miền Nam,Bình Dương,Giải sáu,8025
8/12/2023,Miền Nam,Bình Dương,Giải năm,8287
8/12/2023,Miền Nam,Bình Dương,Giải tư,70952
8/12/2023,Miền Nam,Bình Dương,Giải tư,48158
8/12/2023,Miền Nam,Bình Dương,Giải tư,20663
8/12/2023,Miền Nam,Bình Dương,Giải tư,64139
8/12/2023,Miền Nam,Bình Dương,Giải tư,48388
8/12/2023,Miền Nam,Bình Dương,Giải tư,14385
8/12/2023,Miền Nam,Bình Dương,Giải tư,69846
8/12/2023,Miền Nam,Bình Dương,Giải ba,72932
8/12/2023,Miền Nam,Bình Dương,Giải ba,40003
8/12/2023,Miền Nam,Bình Dương,Giải nhì,41978
8/12/2023,Miền Nam,Bình Dương,Giải nhất,27347
8/12/2023,Miền Nam,Bình Dương,Đặc biệt,314708
8/12/2023,Miền Nam,Trà Vinh,Giải tám,39
8/12/2023,Miền Nam,Trà Vinh,Giải bảy,92
8/12/2023,Miền Nam,Trà Vinh,Giải sáu,5787
8/12/2023,Miền Nam,Trà Vinh,Giải sáu,6855
8/12/2023,Miền Nam,Trà Vinh,Giải sáu,821
8/12/2023,Miền Nam,Trà Vinh,Giải năm,1698
8/12/2023,Miền Nam,Trà Vinh,Giải tư,24525
8/12/2023,Miền Nam,Trà Vinh,Giải tư,53993
8/12/2023,Miền Nam,Trà Vinh,Giải tư,56052
8/12/2023,Miền Nam,Trà Vinh,Giải tư,1385
8/12/2023,Miền Nam,Trà Vinh,Giải tư,21245
8/12/2023,Miền Nam,Trà Vinh,Giải tư,42050
8/12/2023,Miền Nam,Trà Vinh,Giải tư,15102
8/12/2023,Miền Nam,Trà Vinh,Giải ba,43735
8/12/2023,Miền Nam,Trà Vinh,Giải ba,16583
8/12/2023,Miền Nam,Trà Vinh,Giải nhì,13895
8/12/2023,Miền Nam,Trà Vinh,Giải nhất,63451
8/12/2023,Miền Nam,Trà Vinh,Đặc biệt,893275
8/12/2023,Miền Trung,Gia Lai,Giải tám,81
8/12/2023,Miền Trung,Gia Lai,Giải bảy,591
8/12/2023,Miền Trung,Gia Lai,Giải sáu,7518
8/12/2023,Miền Trung,Gia Lai,Giải sáu,7799
8/12/2023,Miền Trung,Gia Lai,Giải sáu,7617
8/12/2023,Miền Trung,Gia Lai,Giải năm,8648
8/12/2023,Miền Trung,Gia Lai,Giải tư,91771
8/12/2023,Miền Trung,Gia Lai,Giải tư,6419
8/12/2023,Miền Trung,Gia Lai,Giải tư,35758
8/12/2023,Miền Trung,Gia Lai,Giải tư,41307
8/12/2023,Miền Trung,Gia Lai,Giải tư,20116
8/12/2023,Miền Trung,Gia Lai,Giải tư,72830
8/12/2023,Miền Trung,Gia Lai,Giải tư,88933
8/12/2023,Miền Trung,Gia Lai,Giải ba,31638
8/12/2023,Miền Trung,Gia Lai,Giải ba,58543
8/12/2023,Miền Trung,Gia Lai,Giải nhì,21293
8/12/2023,Miền Trung,Gia Lai,Giải nhất,37067
8/12/2023,Miền Trung,Gia Lai,Đặc biệt,433233
8/12/2023,Miền Trung,Ninh Thuận,Giải tám,18
8/12/2023,Miền Trung,Ninh Thuận,Giải bảy,934
8/12/2023,Miền Trung,Ninh Thuận,Giải sáu,9073
8/12/2023,Miền Trung,Ninh Thuận,Giải sáu,8848
8/12/2023,Miền Trung,Ninh Thuận,Giải sáu,5479
8/12/2023,Miền Trung,Ninh Thuận,Giải năm,3613
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,40905
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,86893
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,47848
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,21008
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,1999
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,81018
8/12/2023,Miền Trung,Ninh Thuận,Giải tư,2226
8/12/2023,Miền Trung,Ninh Thuận,Giải ba,83589
8/12/2023,Miền Trung,Ninh Thuận,Giải ba,72162
8/12/2023,Miền Trung,Ninh Thuận,Giải nhì,98326
8/12/2023,Miền Trung,Ninh Thuận,Giải nhất,89123
8/12/2023,Miền Trung,Ninh Thuận,Đặc biệt,435861
